"inicio";"fin";"humidity (valentina 002)";"std";"min";"max";"temperature (valentina 002)";"std";"min";"max"
"2013-04-10 06:00:00";"2013-04-10 09:00:00";72.59459;12.81057;52.3;86.5;15.37297;4.32064;9.1;21.9
"2013-04-10 09:00:00";"2013-04-10 12:00:00";47.82439;9.07892;34.9;69.8;22.80488;2.70347;17.7;27.9
"2013-04-10 12:00:00";"2013-04-10 15:00:00";50.48947;9.57455;25.5;68.8;21.66579;2.97023;18;29.2
"2013-04-10 15:00:00";"2013-04-10 18:00:00";78.72051;5.81295;65.8;86.7;16.08718;1.48275;13.7;19.6
"2013-04-10 18:00:00";"2013-04-10 21:00:00";85.69231;1.51765;81.6;86.7;12.82051;0.857;11.1;14.3
"2013-04-10 21:00:00";"2013-04-11 00:00:00";85.8175;1.28722;81.8;86.5;10.845;1.47071;8.6;13.2
"2013-04-11 00:00:00";"2013-04-11 03:00:00";85.67179;1.14263;81.7;86.2;9.30769;0.94554;8.1;11.4
"2013-04-11 03:00:00";"2013-04-11 06:00:00";85.4561;1.39896;81.6;86.2;9.03902;1.1155;7.3;11.7
"2013-04-11 06:00:00";"2013-04-11 09:00:00";76.58378;9.71122;55;86.3;13.34324;3.67582;8.2;20.2
"2013-04-11 09:00:00";"2013-04-11 12:00:00";42.50488;6.94669;26.7;56.3;23.63171;2.02839;19.2;29.2
"2013-04-11 12:00:00";"2013-04-11 15:00:00";47.86316;8.81832;29.5;63.2;23.77895;2.38462;19.5;30.8
"2013-04-11 15:00:00";"2013-04-11 18:00:00";69.48684;14.82271;40.9;86.8;18.67895;3.25642;15;26.2
"2013-04-11 18:00:00";"2013-04-11 21:00:00";86.38684;0.95536;82.3;86.8;13.60789;0.78753;12.6;15.8
"2013-04-11 21:00:00";"2013-04-12 00:00:00";86.0359;1.15325;82;86.5;11.65897;1.05726;9.8;13.4
"2013-04-12 00:00:00";"2013-04-12 03:00:00";85.79;1.27491;81.9;86.3;10.9525;0.79624;9.7;12.8
"2013-04-12 03:00:00";"2013-04-12 06:00:00";85.69744;1.11642;81.8;86.1;9.28974;0.65036;8.3;11.5
"2013-04-12 06:00:00";"2013-04-12 09:00:00";79.7275;8.34344;59.6;86.6;13.4475;3.7446;8.2;20.5
"2013-04-12 09:00:00";"2013-04-12 12:00:00";47.50976;5.87756;37.8;64.3;22.73659;1.6495;18.7;26.4
"2013-04-12 12:00:00";"2013-04-12 15:00:00";45.53846;10.36749;25.8;63.7;23.90513;3.17667;18.8;32.1
"2013-04-12 15:00:00";"2013-04-12 18:00:00";65.96154;14.38073;33.6;86.8;19.47692;3.18767;15.2;27.4
